id,wav_file,label,sig_mean,sig_std,rmse_mean,rmse_std,silence,harmonic,auto_corr_max,auto_corr_std
0,Ses01F_impro03_F000,1,0.0156378,0.02419922,0.019682368000000002,0.014035986,0.30364372469635625,-0.005138980213814648,0.4043774791583386,0.7148047112388762
1,Ses01F_impro03_F001,1,0.011377283,0.02026148,0.014726258,0.013883231000000001,0.4713804713804714,-0.008228518709074706,0.31415140393620944,0.8285636365391746
2,Ses01F_impro03_F002,1,0.035397053,0.05832651,0.04408205,0.038643762000000005,0.34234234234234234,-0.006294355898717186,2.4695528253106844,5.852176748196089
4,Ses01F_impro03_F004,1,0.05309139,0.08131397,0.06676474,0.04636414,0.19692307692307687,-0.00457051646662876,4.549671100730907,8.87601446321355
5,Ses01F_impro03_F005,1,0.030576113999999998,0.047234557999999996,0.03832135,0.027501231,0.16143497757847533,-0.0016748525695220449,1.5472908646297558,3.4723855996295363
6,Ses01F_impro03_F006,1,0.017450506,0.026385894,0.021610726,0.015120203,0.17915904936014626,-0.005441244866233319,0.47323195617050395,1.8400727523933127
8,Ses01F_impro03_F008,1,0.020378565,0.034809697,0.025183091,0.023986654,0.3130434782608696,0.0008332202696692548,0.9045983294543014,2.610997833106181
9,Ses01F_impro03_F009,1,0.023550799999999997,0.039841283,0.029502697,0.026675679,0.30612244897959184,0.0024044891233643284,1.1746209197755184,2.9739176161635137
10,Ses01F_impro03_F010,1,0.021667482000000002,0.032781914,0.026898527999999998,0.01867105,0.21660649819494585,-0.004459584488358814,0.7283644768012553,1.4649851055504002
12,Ses01F_impro03_F012,1,0.023073921,0.043542128,0.028958991,0.032489676,0.3857868020304568,-0.006102311544964323,1.4928960403016158,3.2332979275021536
13,Ses01F_impro03_F013,1,0.020424731,0.035456937,0.025861163,0.024250334,0.3009049773755656,-0.0054803626881039244,0.9490710698474774,2.9880847837347697
15,Ses01F_impro03_F015,1,0.030062586000000002,0.049292345,0.03772463,0.03173086,0.2582278481012658,-0.004992814410798019,1.7638157811217732,5.481756341653359
16,Ses01F_impro03_F016,1,0.016564956000000002,0.027119797,0.020392183,0.018268263,0.3446327683615819,-0.005907581908104476,0.5309121026497083,1.1129529205580706
17,Ses01F_impro03_F017,5,0.008155734,0.014253545,0.010346471,0.009828088,0.3813229571984436,-0.004860758053837344,0.15394505764961516,0.42878363943455217
18,Ses01F_impro03_F018,5,0.014318441000000001,0.026594402000000003,0.017779406,0.019758455,0.4484126984126984,-0.006031972134223906,0.5526498582280521,1.3343522922687212
19,Ses01F_impro03_F019,5,0.005563989,0.008962462,0.006872641999999999,0.0057535265,0.4227642276422765,-0.0011358323490640034,0.0576168868264175,0.2696368981662693
21,Ses01F_impro03_F021,1,0.01762304,0.027961014,0.021784684,0.017498061000000002,0.2229299363057325,-0.0037961901853122977,0.5544703687112464,2.084337162165756
22,Ses01F_impro03_F022,5,0.008453688000000001,0.013664728000000001,0.0105713755,0.008925151999999999,0.28205128205128205,-0.00437898188465624,0.13424455838752172,0.42620979670996695
23,Ses01F_impro03_F023,5,0.0052918769999999995,0.006995647,0.0065442324,0.0025001373,0.0273972602739726,-0.010846388249774463,0.02880177243786844,0.056785226789453816
24,Ses01F_impro03_F024,1,0.011383443,0.01936601,0.014159388,0.013183947,0.4078947368421053,-0.006023110017849831,0.27872330985339805,0.7297355026627519
25,Ses01F_impro03_F025,1,0.021725325,0.033906516,0.027114697000000004,0.020413846,0.30383480825958703,-0.005354213953978615,0.8022678713614096,2.0913313417291035
26,Ses01F_impro03_F026,1,0.01474474,0.02671201,0.018278455,0.019467084,0.4343629343629344,-0.0029310849640751253,0.5502085722788698,3.6380550319125295
27,Ses01F_impro03_M000,5,0.00746851,0.015545918,0.009655872,0.012143816000000002,0.5729166666666666,-0.006326067250483902,0.20000265948868626,0.4514119266278807
28,Ses01F_impro03_M001,5,0.01323673,0.021438053,0.016801627,0.013476081,0.3876404494382023,-0.0012136943041696213,0.32910357000452384,0.4771669377621591
29,Ses01F_impro03_M002,4,0.030285227999999997,0.05304084,0.037568178,0.037325800000000006,0.4020979020979021,-0.005011268513044342,2.123014792978408,5.381628963395249
30,Ses01F_impro03_M003,1,0.073615715,0.13789871,0.09288528,0.10181363,0.4256559766763848,-0.019272951249149628,14.872364733967444,28.676019411910897
33,Ses01F_impro03_M006,5,0.012931692,0.022492718,0.01669512,0.015621103999999999,0.3535911602209945,-0.004058013928442961,0.3810820409713758,0.8074081176395607
34,Ses01F_impro03_M007,1,0.017429167,0.026260452000000004,0.021940295,0.014356467,0.16806722689075632,-0.007732348421995994,0.4668952313173019,1.0505409786751039
35,Ses01F_impro03_M008,5,0.024637025,0.042359635,0.030861682999999997,0.02883556,0.32456140350877194,0.0058615014495444475,1.3447176151937787,3.2766799233193638
36,Ses01F_impro03_M009,5,0.016019784,0.026354122999999997,0.019869087,0.017314224,0.3191489361702128,-0.004349006758275209,0.5038678559171283,1.5555747549727166
38,Ses01F_impro03_M011,5,0.022191178,0.039333157,0.027772103,0.027811402000000002,0.3185840707964602,-0.004843595888814889,1.1800084433779856,3.0779364384367467
40,Ses01F_impro03_M013,1,0.06850334,0.10384843,0.084315054,0.060575094,0.2697095435684647,0.0010357533710703137,7.305809767806313,16.890181360343384
41,Ses01F_impro03_M014,1,0.026757644,0.048263232999999996,0.03385067,0.03443436,0.38064516129032255,-0.004898112365481211,1.7982762737764633,4.923733027082516
42,Ses01F_impro03_M015,1,0.023932505,0.038229804,0.029500704,0.02427648,0.18617021276595744,-0.00341402119374834,1.0415275043911072,4.701112097388463
43,Ses01F_impro03_M016,5,0.0100864135,0.01862765,0.013021203,0.013277219,0.4743589743589744,-0.003536017402439029,0.27092281041508165,0.6113471588166929
44,Ses01F_impro03_M017,4,0.015469011999999999,0.027824296000000002,0.019222327,0.02009695,0.4043478260869565,-0.007213703156594421,0.5939469932093601,1.3687953923516971
45,Ses01F_impro03_M018,4,0.0052546184,0.0086042015,0.0064418404,0.005694998000000001,0.4435483870967742,-0.008149128007062245,0.053763205487414936,0.27190749336719605
46,Ses01F_impro03_M019,5,0.009058051,0.014718001000000001,0.01153548,0.009113051,0.2736077481840194,-0.0020479558315855684,0.1563737207063009,0.4144463743489758
47,Ses01F_impro03_M020,5,0.01190039,0.01885029,0.014864573999999998,0.011625738,0.2085427135678392,-0.006097836376284249,0.2517585047847155,0.8525555012499937
48,Ses01F_impro03_M021,5,0.0075261155000000005,0.012981672,0.009444245,0.008900924000000001,0.2683982683982684,0.0009713405688671627,0.12704976940557974,0.3413949616259085
49,Ses01F_impro03_M022,1,0.011907605,0.020632327,0.014895911999999999,0.014200401000000001,0.4335664335664336,-0.0033051408081519185,0.3203642475017934,0.4611932217045385
50,Ses01F_impro03_M023,1,0.01912565,0.03762607,0.025046874,0.02806553,0.4654088050314466,-0.002675065843504853,1.1400677128749606,1.9617523133822572
51,Ses01F_impro03_M024,5,0.012655933000000001,0.023374982000000002,0.016175622,0.016808812,0.4583333333333333,-0.006532714905915782,0.42574212501951975,0.8375054762484433
52,Ses01F_impro04_F000,5,0.010726256000000002,0.020094883,0.013553988999999999,0.014818673999999999,0.42744063324538256,-0.002849754537237459,0.3182924105210513,1.0086767436869566
53,Ses01F_impro04_F001,5,0.0064834757,0.011899193999999998,0.008335855,0.008480445999999999,0.3131578947368421,-0.007816279321559705,0.11074384994555532,0.32392482478742285
54,Ses01F_impro04_F002,2,0.0077901003,0.013629248,0.00981201,0.009452941999999999,0.3962264150943397,-0.0062450499171973215,0.1409590455630674,0.8791068478273215
57,Ses01F_impro04_F005,5,0.0025356181,0.0043405527,0.0031954544,0.0029338356,0.0,-0.009604304977983702,0.01419919141386655,0.043444045505865996
58,Ses01F_impro04_F006,5,0.014622013,0.025059644,0.018306803,0.017075034,0.4234527687296417,-0.010658124665496873,0.4667130952280075,1.0055357948681156
59,Ses01F_impro04_F007,2,0.019146184,0.032260258,0.024860872000000003,0.0205462,0.3287292817679558,-0.004387909939396195,0.7691740200937365,1.3790305940050454
61,Ses01F_impro04_F009,5,0.0044457032,0.008053788000000001,0.0056181177,0.0057566776,0.3416666666666667,-0.0008853832014210639,0.05039186664970749,0.0986330527421597
